"gameID (S)","Age (N)","Description (S)","Image (S)","Name (S)","Players (NS)","Tags (L)","Time (NS)","Year (N)","Rules (S)"
"192153","14","Beings of ancient evil, known as Old Ones, are threatening to break out of their cosmic prison and awake into the world. Everything you know and love could be destroyed by chaos and madness. Can you and your fellow investigators manage to find and seal every portal in time? Hurry before you lose yourself to insanity.
__In Pandemic: Reign of Cthulhu, you'll experience the classic Pandemic gameplay with an horrific twist that'll have you face twelve Old Ones, each threatening the world with their unique powers. As players take on the roles of investigators attempting to seal a series of portals before monsters of unspeakable horror pour into our world there is, of course, a high risk of the investigators losing their own minds.
__Instead of curing diseases like in the original Pandemic, players seal portals and shut down cults in the classic New England fictional towns of Arkham, Dunwich, Innsmouth, and Kingsport. Can you and your fellow investigators manage to find and seal every portal in time? Hurry before you lose yourself to insanity and the evil that lurks beneath your feet...
__Part of the Pandemic series.
__","https://cf.geekdo-images.com/rwNaEQfzABp7dkpnwn1Ksw__original/img/NCSz1g5A1Dydfqlv68rbPEoRTes=/0x0/filters:format(png)/pic2866737.png","Pandemic: Reign of Cthulhu","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Horror"" },      ""TagID"" : { ""N"" : ""1024"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Novel-based"" },      ""TagID"" : { ""N"" : ""1093"" }    }  }]","{ 40 } ","2016","https://images.zmangames.com/filer_public/a9/24/a9249cf7-1f8a-4575-a1a4-f33afc8162b3/en-pandemic-cthulhu-rule-v6.pdf "
"194232","15","Rick and Morty: Total Rickall Card Game is based on the Rick and Morty episode of the same name. If you haven't seen it, don't worry. You can still play this wild and wacky game and have plenty of fun - but you really should see it at some point. Seriously. Don't be a Jerry.
__Rick has locked the family inside their house. Why? Because the family has grown. Parasites masquerading as family and close friends have infiltrated and have inserted pleasant memories into everyone's minds to make them think they're real - and more keep coming! You must figure out which of these new, zany characters are real and which ones are parasites that need to be exterminated.  Think you've got what it takes to save the world?
__The game features a basic fully cooperative mode and an advanced mode, where there are two teams.___In the advanced mode, players will be dealt a hidden role as either Real or a Parasite. The Parasite players must try to keep at least one parasite alive in the end (keeping yourself alive is the easiest way to do this). The Real players must root out the Parasites to win.___Now you can shoot the other players! But if you accidentally shoot a Real player, there are consequences...___There is no player elimination, however. A player's secret identity might change, though.
__","https://cf.geekdo-images.com/Gtprfq3orl77NS5FotVbkA__original/img/bZcqkX0RjWhh3Y7uGAnu_kJFKsc=/0x0/filters:format(jpeg)/pic3979905.jpg","Rick and Morty: Total Rickall Card Game","{ 2, 5 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Deduction"" },      ""TagID"" : { ""N"" : ""1039"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Humor"" },      ""TagID"" : { ""N"" : ""1079"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Movies / TV / Radio theme"" },      ""TagID"" : { ""N"" : ""1064"" }    }  }]","{ 30 } ","2016","https://tesera.ru/images/items/1361620/RAM_TR_Rulebook_3x5.pdf"
"205867","12","Give as good as you get in Bohnanza: The Duel!
__What was that thing about the gift horse? In this two-player variant of Bohnanza, both bean farmers give each other gifts of beans they can't use themselves - to make life harder for their opponent, if possible. Trying to fulfill their secret 'bo(h)nus' requirements, they both need to keep a vigilant eye on the other player's bean fields.
__In more detail, both duelists have bean field mats in front of themselves on which to plant their beans. Between them is a row of eight gift cards. Each player holds five hand cards and three 'bo(h)nus cards' with secret objectives. In this game, you have the option of planting more than one type of bean in the same field, but when you plant a different bean than the one you've planted previously, this new bean type must be the next highest number. When harvesting your beans, the beanometer of the card you've most recently planted is what counts.
__At the start of each turn, the active player plants two beans from their hand, then reveals bean cards from the deck as usual. Instead of trading, however, they offer their opponent one bean as a gift by pushing this bean type's gift card in their direction. The other player can accept the gift or decline it, but if they don't take it, they have to offer a gift in return. You are allowed to bluff, but it may cost you if your bluff is called! Important: Only the first player to accept a gift actually receives the bean card in question. After this exchange, plant all beans you have received and turned over, then draw new cards. 'Bo(h)nus' cards can be fulfilled at any time when the required combination of beans printed on the card can be found in any bean field. Fulfilling an objective earns you bean dollars and the brand new bean cents. When the draw pile is used up, the player with the most bean dollars wins.
__In 2020, AMIGO released Bohnanza: The Duel - Deluxe, which replaces the gift cards with a game board and gift tokens. This edition also contains newly designed bean fields and bonus cards.
__","https://cf.geekdo-images.com/84wf0HVzM4mlP-PMwsTWpA__original/img/QW43aS9eFAk010OGn3tT3xtf6bk=/0x0/filters:format(jpeg)/pic3528706.jpg","Bohnanza: The Duel","{ 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Farming"" },      ""TagID"" : { ""N"" : ""1013"" }    }  }]","{ 45 } ","2016","https://www.riograndegames.com/wp-content/uploads/2017/04/Bohnanza-The-Duel-Rules.pdf"
"206715","13","Ultimate Werewolf is an interactive game of deduction for two teams: villagers and werewolves. The villagers don't know who the werewolves are, and the werewolves are trying to remain undiscovered while they slowly eliminate the villagers one at a time. A moderator (who isn't on a team) runs the game. The game takes place over a series of days and nights. Each day, the players discuss who among them is a werewolf and vote out a player. Each night, the werewolves choose a player to eliminate, while the Seer learns if one player is a werewolf or not. The game is over when either all the villagers or all the werewolves are eliminated.

Ultimate Werewolf Legacy uses gameplay similar to Ultimate Werewolf, but you no longer have single standalone games as players and the village itself have attributes that are retained between games, with events that take place in the first games having effects that ripple through remaining games. Make a bad decision early on, and it can haunt the village for years to come! Players can earn titles, which provides them with special abilities in future games, regardless of their role. Players are each given a public family card in addition to their secret role card, and they team up with the other members of their family to work together...unless one or more of their family members is secretly working against them.

As for the village, there are multiple paths that the game may take, and as a result the experience you have playing through the entire game will differ from someone else who is playing with another set of people. This also allows players to play through the campaign multiple times, with a different set of roles, rules, and environments each time.

At the center of Ultimate Werewolf Legacy is an oversized, 80+ page diary, that walks the game moderator through every session. The diary has been designed so that players with no previous Werewolf playing experience can both play and moderate. The diary is structured into five distinct chapters with three game sessions in each chapter, as well as an introductory preface game session. Players can jump in and out for individual sessions, but ideally they'll play all the sessions in a chapter. Each chapter can be played in a single evening. At the end of the sixteen-game session campaign, the diary will be a record of exactly what happened in your village, and who was ultimately responsible for what it became over time.

Replay packs that contain a new diary and an additional set of family cards will be sold separately, allowing players to play through the entire campaign again.

","https://cf.geekdo-images.com/JByJgvfgxqThPlNilCbywg__original/img/8FhuytAqUY8-YLDTHW1QFt5DSj0=/0x0/filters:format(jpeg)/pic3998382.jpg","Ultimate Werewolf Legacy","{ 8, 16 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Bluffing"" },      ""TagID"" : { ""N"" : ""1023"" }    }  }]","{ 60 } ","2018","https://cdn.shopify.com/s/files/1/0740/4855/files/UWL_Getting_Started_ONLINE_Guide.pdf?343 "
"211996","21","Drinking Fluxx is a version of Fluxx, the card game with ever-changing rules, with the subject matter of the game being all about drinking and with the game being marketed only to adults.

","https://cf.geekdo-images.com/NnxLGq0wJuqA2JEYV9lrog__original/img/LXSBKVZkQeocjS4CBNTPGj-HFsY=/0x0/filters:format(jpeg)/pic3587406.jpg","Drinking Fluxx","{ 2, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  }]","{ 10, 40 } ","2017","https://www.looneylabs.com/lit/rules/drinking-fluxx-rules"
"213661","8","Food Truck Champion is a game in which each person plays the owner of a new food truck out to make a name for itself. You will hire staff, cook food and please customers to earn awards and popularity. At the end of the day the food truck with the most popularity wins!

FTC uses a lead-follow action system that focuses on the different aspects of running a food truck.

     Driver Action gives you access to the market to acquire ingredients to store in your fridge.
     Cashier Action gives you access to an assortment of customer orders ready to be prepared and served up.
     Prep Cook Action allows you to move ingredients in your fridge to the customer orders.
     Executive Chef Action allows you to play ingredients directly from your hand to a customer order.
     Manager Action gives you access to the labor pool to hire additional Drivers, Cashiers, Cooks, and Chefs to make your future actions more effective.




As owners of the food truck, you have a special wild card that you can take into your hand, allowing you to act in any capacity when the need arises.

At the start of the game, each food truck has a small fridge, a narrow plating area, and limited room for staff. Each completed order gives you a popularity token worth victory points and it allows you to expand one of the areas of your truck, or even expand the card limit in your hand.

At certain points in the game, judges will review the orders you've completed and allow you to move certain cards into your awards area, giving your bonus VP for each set of awards you complete.

When a certain number of popularity tokens have been claimed, the game ends and the food truck with the most victory points is declared the Food Truck Champion!

","https://cf.geekdo-images.com/SadUXJHVYqsbWWnphYeDUA__original/img/sj2JLS4vLqozw1Vn3gLmYFY-Noc=/0x0/filters:format(jpeg)/pic3862423.jpg","Food Truck Champion","{ 2, 5 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Economic"" },      ""TagID"" : { ""N"" : ""1021"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Industry / Manufacturing"" },      ""TagID"" : { ""N"" : ""1088"" }    }  }]","{ 75, 45 } ","2017","https://www.fgbradleys.com/rules/rules6/Food%20Truck%20Champion%20-%20rules.pdf"
"216014","14","Aye, Dark Overlord! is a fantasy party game filled with humor that's fast to play and easy to learn.

Each player is an evil goblin servant of the evil Dark Overlord - Rigor Mortis, the Master of all Evils - and all of them are gathered at the Dark Overlord's knees to explain why they brought that last important mission, ordered by 'His Evil Excellence' himself, to failure again. Panic wraps you in its freezing grip; what can you do to save your poor skin? Could you say you are not the one to blame, but your inept companions? Yes, of course, that's the solution! There is only one little problem: They've probably got exactly the same idea...and the Dark Overlord is not known for his mercy...

This roleplaying game is all about telling lies and shifting the blame on your poor fellow ones, so the righteous wrath of your Master can give them what they deserve!

Aye, Dark Overlord! The Green Box is a new version of Aye, Dark Overlord! that is playable on its own while also capable of being combined with the original game. The Green Box adds entirely new mechanisms to the game, including the Back of the Line and No Way! Action cards. Occult Hunters, The Best from the Labyrinth, The Jar with a Thousand Demons, and Impossible Math Calculations are just a few of the new hints in The Green Box, giving you more stories to shield yourself from the Dark Overlord's wrath.

","https://cf.geekdo-images.com/FwjaX0hTuCHarV812nl-mQ__original/img/9HF0DCivk3mHAzHSICi5qhNh1kY=/0x0/filters:format(jpeg)/pic3300670.jpg","Aye, Dark Overlord! The Green Box","{ 4, 7 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Fantasy"" },      ""TagID"" : { ""N"" : ""1010"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Humor"" },      ""TagID"" : { ""N"" : ""1079"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Party Game"" },      ""TagID"" : { ""N"" : ""1030"" }    }  }]","{ 30, 60 } ","2015","https://images-cdn.fantasyflightgames.com/filer_public/cc/5b/cc5b4de7-7ae6-4f7d-bddc-c87a1ea4f9e4/ado_rulebook_eng.pdf"
"218603","10","The sun shines brightly on the canopy of the forest, and the trees use this wonderful energy to grow and develop their beautiful foliage. Sow your crops wisely and the shadows of your growing trees could slow your opponents down, but don't forget that the sun revolves around the forest. Welcome to the world of Photosynthesis, the green strategy board game!

","https://cf.geekdo-images.com/HhkYuVxMy-XrRCBWmZ78Eg__original/img/V6bgfuxV2jfmRbz9pJVyK01x6dI=/0x0/filters:format(jpeg)/pic3364832.jpg","Photosynthesis","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Abstract Strategy"" },      ""TagID"" : { ""N"" : ""1009"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Environmental"" },      ""TagID"" : { ""N"" : ""1084"" }    }  }]","{ 30, 60 } ","2017","https://www.blueorangegames.com/administrator/components/com_bogames/files/rules/0d34bfea9b65afb5e81a3fc5ef1adf80-Photosynthesis-Rules-US-v2-1.pdf"
"2223","6","Players race to empty their hands and catch opposing players with cards left in theirs, which score points. In turns, players attempt to play a card by matching its color, number, or word to the topmost card on the discard pile. If unable to play, players draw a card from the draw pile, and if still unable to play, they pass their turn. Wild and special cards spice things up a bit.

UNO is a commercial version of Crazy Eights, a public domain card game played with a standard deck of playing cards.

This entry includes all themed versions of UNO that do not include new cards.

","https://cf.geekdo-images.com/SU-OL7XWn7BOiSYevyTThw__original/img/JeM6Gys8GmsTTRXcukfk92YtIcA=/0x0/filters:format(jpeg)/pic981505.jpg","UNO","{ 2, 10 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Number"" },      ""TagID"" : { ""N"" : ""1098"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Comic Book / Strip"" },      ""TagID"" : { ""N"" : ""1116"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Movies / TV / Radio theme"" },      ""TagID"" : { ""N"" : ""1064"" }    }  }]","{ 30 } ","1971","https://service.mattel.com/instruction_sheets/W2085-Eng.pdf "
"228660","12","Description from the publisher:
__The shadow of Bhaal has come over Baldur's Gate, summoning monsters and other horrors from the darkness!
__As you build and explore the iconic city's dark alleys and deadly catacombs, you must work with your fellow adventurers to survive the terrors ahead. That is, until some horrific evil turns one - or possibly more - of you against each other. Was it a mind flayer's psionic blast or the whisperings of a deranged ghost that caused your allies to turn traitor? You have no choice but to keep your enemies close!
__Based on the award-winning Betrayal at House on the Hill board game, in Betrayal at Baldur's Gate you'll return to Baldur's Gate again and again thanks to the fifty included scenarios only to discover it's never the same game twice.
__Can you and your party survive the madness, or will you succumb to the mayhem and split (or slaughter!) the party?


Of the 50 scenarios, some end up being purely cooperative, with all the players winning or losing together. But the normal mode is that it becomes one-vs-many. ","https://cf.geekdo-images.com/V8qj9oJlLttafabiCOLjoQ__original/img/IJLeE035197SoeMBdvLipRU92vo=/0x0/filters:format(png)/pic3581400.png","Betrayal at Baldur's Gate","{ 3, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Adventure"" },      ""TagID"" : { ""N"" : ""1022"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Exploration"" },      ""TagID"" : { ""N"" : ""1020"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Fantasy"" },      ""TagID"" : { ""N"" : ""1010"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Miniatures"" },      ""TagID"" : { ""N"" : ""1047"" }    }  }]","{ 60 } ","2017","https://media.wizards.com/2017/avalon_hill/BaBG_Rulebook.pdf"
"23391","8","The gameboard is a 10x10 grid, numbered from 1-12 in four different colors (brown, orange, red, and green). The center four squares are marked 'Skip.' A deck of PHASE 10 cards and plastic chips in three colors are also provided.

Players play cards that allow them to place a chip on a square that matches the card's color/number combination. Players attempt in this way to place five of their chips in a horizontal, vertical, or diagonal row. 'Skip' cards allow the player to place a chip on one of the matching center squares, and cause the following player to miss the next turn. Wild cards are also included.

","https://cf.geekdo-images.com/ZC2b58FwXrtp33e5gI76TQ__original/img/eDsteCz7MibXrVW7a_JIL2UXe_Q=/0x0/filters:format(jpeg)/pic562321.jpg","Take Five: The Phase 10 Board Game","{ 2, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Abstract Strategy"" },      ""TagID"" : { ""N"" : ""1009"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  }]","{ 45 } ","1993",
"234190","14","Description from the publisher:

Build a Unicorn Army. Betray your friends. Unicorns are your friends now.

Unstable Unicorns is a strategic card game about everyone's two favorite things: Destruction and Unicorns!

From the back of the box:

Learn how unstable your friendships really are.

You start with a Baby Unicorn in your Stable. SO CUTE!

But don't get too attached, because even Baby Unicorns aren't safe in this game! There are over 20 Magical Unicorns to collect, and each has a special power. Build your Unicorn Army as fast as you can, or be destroyed by one of your so-called friends! Seek revenge or protect your stable using your Magic! Sound easy? Not so fast. Someone could have a Neigh Card (Get it? Neigh?) and send the game into MADNESS! The first person to complete their Unicorn Army shall hereafter be known as The Righteous Ruler of All Things Magical... at least until the next game. Good luck.

Contents: 135 cards and rule book

","https://cf.geekdo-images.com/8_5xvpsrrX5JVzO7eBLSgw__original/img/XkKaT-quh8xGl2uHD5zULSWTpuM=/0x0/filters:format(jpeg)/pic3912914.jpg","Unstable Unicorns","{ 8, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Humor"" },      ""TagID"" : { ""N"" : ""1079"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Party Game"" },      ""TagID"" : { ""N"" : ""1030"" }    }  }]","{ 30, 45 } ","2017","https://12ax7web.s3.amazonaws.com/accounts/2/homepage/UU_New-Rules_v1.pdf"
"239188","14","Chronicles of Crime is a cooperative game of crime investigation, mixing an app, a board game and a touch of Virtual Reality.
__With the same physical components (board, locations, characters and items), players will be able to play plenty of different scenarios and solve as many different crime stories.
__Players start the app, choose the scenario they want to play, and follow the story. The goal being to catch the killer of the current case in the shortest time possible.
__Using the ScanandPlay technology, each component (locations, characters, items, etc.) has a unique QR code, which, depending on the scenario selected, will activate and trigger different clues and stories. That means players will be able to get new stories way after the game is released simply by downloading the app's updates, without any shipping of new physical components involved.
__The VR experience only requires a mobile phone. Players simply put the VR glasses (optional buy) onto their mobile device, and put the VR glasses on their nose, holding their mobile device in front of their eyes, to immerse themselves in the game's universe and search for clues in a virtual world.
__The game comes with 1 tutorial and 5 scenarios, but more can be downloaded directly inside the app!___Each session last around 1h to 1h30 minutes and many scenarios are connected to each others in order to tell a much bigger story.
__-description from the publisher
__","https://cf.geekdo-images.com/1BMyuEwK0zV9005oYinYLw__original/img/3OigysLof9HIk4jvV79Cm-tb-gY=/0x0/filters:format(jpeg)/pic4317519.jpg","Chronicles of Crime","{ 4, 1 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Adventure"" },      ""TagID"" : { ""N"" : ""1022"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Deduction"" },      ""TagID"" : { ""N"" : ""1039"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Murder/Mystery"" },      ""TagID"" : { ""N"" : ""1040"" }    }  }]","{ 60, 90 } ","2018","https://cdn.1j1ju.com/medias/c7/75/a6-chronicles-of-crime-rulebook.pdf"
"24104","9","Evolution is a card/tile laying race game , ideal for families but also suitable for young at heart players of all ages. Players must lay a path of  eras (cards) in chronological order, outwards from their edge of the board. The objective is to be first to  advance your playing piece onto the end era of your own path. Cards are drawn from a main pack which contains eras  cards . Play actions are determined by what symbol shows when the die is thrown. The three symbols are era ( reveal an era) , thunderbolt ( take a thunderbolt card) and eruption ( move or or erupt volcanoes on an opponents path). Thunderbolt cards are not laid but trigger various natural calamity and more benign events. Each era card is an aerial view associated with a particular evolutionary period. Each era card has various sites to be negotiated including rocks,waterholes, swamps, volcanoes, rising seas and ravines. Different sites have different levels of risk (hazardous areas). Certain thunderbolts can penalize players whose paths have cards that contain hazardous areas. Players interact by contesting some or each era card by a bidding using tokens.  A neat (new) rule limit player's from bidding excessively because tokens are lost by the winning bidder depending on the bid difference between his and the next highest bid.  A player who wins an era card may be include it in any path. He may for example, include a card with a risky site  in an opponent's path. Each player now has his own   cone (volcano) which  can be moved to  create an obstacle for an opponent's playing piece and can cause an eruption on an opponent path. An eruption   can be used to   force an opponents playing piece back .  The first player who survives his turn with his path complete ( 6 era cards ), holding at least one token  and with his  piece on his end ( sixth) era card  wins the game.

","https://cf.geekdo-images.com/5QU-AUzSFDAOtXYFh6sTUw__original/img/uE3jPPB3Mvd8kFZpXWgXKjFVCS4=/0x0/filters:format(jpeg)/pic733413.jpg","Evolution","{ 2, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Animals"" },      ""TagID"" : { ""N"" : ""1089"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Educational"" },      ""TagID"" : { ""N"" : ""1094"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Environmental"" },      ""TagID"" : { ""N"" : ""1084"" }    }  }]","{ 45 } ","2006","https://www.super-apegames.com/rulebook.html"
"2425","8","Battleship was originally a pencil-and-paper public domain game known by different names, but Milton Bradley made it into the well known board game in 1967.  The pencil and paper grids were changed to plastic grids with holes that could hold plastic pegs used to record the guesses.

Each player deploys his ships (of lengths varying from 2 to 5 squares) secretly on a square grid.  Then each player shoots at the other's grid by calling a location.  The defender responds by 'Hit!' or 'Miss!'.  You try to deduce where the enemy ships are and sink them.  First to do so wins.

The Salvo variant listed in the rules allows each player to call out from 1 to 5 shots at a time depending on the amount of ships the player has left (IE: players each start off with 5 ships, so they start off with 5 shots.  As ships are sunk, the players gets fewer shots).  This version of the game is closer to the original pencil-and-paper public domain game.  Many versions of the pencil-and-paper game have different amounts of shots based on the ship (IE: Battleship: 5 shots. Destroyer: 3 Shots, Etc.).

In 2008, Hasbro 'reinvented' the game into Battleship (Revised).

Some history of the published versions of the game:
1931: Starex Novelty Co. of NY publishes Salvo.
1933: The Strathmore Co. publishes Combat, The Battleship Game.
1943: Milton Bradley publishes the pad-and-pencil game Broadsides, The Game of Naval Strategy.
1943: Also published in 1943 Sink it by the L R Gebert Co. for distribution by G. Krueger Brewing Co.
1940's: Maurice L. Freedman Co. of RI publishes Warfare Naval Combat.
1961: Ideal publishes Salvo.

Other titles over the years have included Swiss Navy, Sunk (Parker Bros.), Convoy (Transogram), Wings (Strategy Games Co. of California), and Naval Battle (3M Paper and Pencil Version) .

","https://cf.geekdo-images.com/oWcB33sfig9QF_KBEv7iLQ__original/img/retN48ZHxCC5YaECdlWjRdWHPGs=/0x0/filters:format(png)/pic2439783.png","Battleship","{ 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Children's Game"" },      ""TagID"" : { ""N"" : ""1041"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Deduction"" },      ""TagID"" : { ""N"" : ""1039"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Nautical"" },      ""TagID"" : { ""N"" : ""1008"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Wargame"" },      ""TagID"" : { ""N"" : ""1019"" }    }  }]","{ 30 } ","1931","https://www.hasbro.com/common/instruct/Battleship.PDF"
"2452","6","A tower building game.

Jenga is played with 54 wooden blocks; each block is 3 times as long as it is wide, and slightly smaller in height than in width. The blocks are stacked in a tower formation; each story is three blocks placed adjacent to each other along their long side, and each story is placed perpendicular to the previous (so, for example, if the blocks in the first story are pointing north-south, the second story blocks will point east-west). There are therefore 18 stories to the Jenga tower. Since stacking the blocks neatly can be tedious, a plastic loading tray is included.

Once the tower is built, the person who built the tower moves first. Moving in Jenga consists of taking one and only one block from any story except the completed top story of the tower at the time of the turn, and placing it on the topmost story in order to complete it. Only one hand at a time may be used to remove a block; both hands can be used, but only one hand may be on the tower at a time. Blocks may be bumped to find a loose block that will not disturb the rest of the tower. Any block that is moved out of place may be left out of place if it is determined that it will knock the tower over if it is removed. The turn ends when the next person to move touches the tower, although he or she can wait 10 seconds before moving for the previous turn to end if they believe the tower will fall in that time.

The game ends when the tower falls in any significant way -- in other words, any piece falls from the tower, other than the piece being knocked out to move to the top. The loser is the person who made the tower fall (i.e. whose turn it was when the tower fell); the winner is the person who moved before the loser.

The same game concept was published in 1984 by Fagus under the name 'Hoppla - eins zuviel!'

According to the designer, the game was developed from Takoradi blocks/bricks. 'Jenga' is Swahili for 'build'.

","https://cf.geekdo-images.com/YH5C06snaoJtDqKjwMROPw__original/img/gB1mfMGbSkXgYxU5FA4QWForCZk=/0x0/filters:format(jpeg)/pic5140451.jpg","Jenga","{ 8, 1 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Action / Dexterity"" },      ""TagID"" : { ""N"" : ""1032"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Party Game"" },      ""TagID"" : { ""N"" : ""1030"" }    }  }]","{ 20 } ","1983","https://www.jenga.com/about.php"
"246701","7","DOS is the follow up to the classic card game UNO.  Like UNO, the object of DOS is to be the first player each round to get rid of all your cards and earn points for the cards left in your opponents' hands.

On your turn you can play cards from your hand by matching their numbers to any of the face up cards in the center row.  You can play one match for each card in the center row.  You can also combine two cards from your hand that add up to the number you wish to match.  If the card(s) you played match both number and color, you earn the right to place extra cards from your hand in the center row and even force other players to draw cards.  Don't forget to yell 'Dos!' whenever you have two cards in your hand or you could end up drawing more cards!

The round ends when one player gets rid of all his cards. That player earns points based on the values of the cards left in the other players' hands. Continue playing in rounds until someone reaches 200 points. That player is the winner.

","https://cf.geekdo-images.com/yglLYxKLFHdSVakjUaChpQ__original/img/Bwr7bM1OWDZ9_KJ4Z57UMpycznA=/0x0/filters:format(png)/pic4652900.png","DOS","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Number"" },      ""TagID"" : { ""N"" : ""1098"" }    }  }]","{ 30, 45 } ","2018","https://service.mattel.com/instruction_sheets/FRM36-Eng.pdf"
"250442","14","Crypt is a small-box set collection game with a unique dice placement mechanic for 1 to 4 players.

Place your servant dice on treasure cards, choosing any value on each die. Choosing a higher value can ward off your opponents, but it also increases the odds that your servant will become exhausted. After everyone has placed their servant dice, everyone rolls. If you roll less than your chosen value, you lose the die.

Sets of treasure can be pawned off to collectors that offer bonus coins and special abilities. The player with the most valuable collection wins!

-description from the designer

","https://cf.geekdo-images.com/Wkr5PpxPAdwM93cbkMSzpA__original/img/HZZoqXBNhjcaym7p5Udvc0Jtzhk=/0x0/filters:format(jpeg)/pic4551004.jpg","Crypt","{ 4, 1 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Dice"" },      ""TagID"" : { ""N"" : ""1017"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Medieval"" },      ""TagID"" : { ""N"" : ""1035"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Renaissance"" },      ""TagID"" : { ""N"" : ""1070"" }    }  }]","{ 20, 35 } ","2018","https://cdn.1j1ju.com/medias/dc/3c/33-crypt-rulebook.pdf"
